filename,x1,y1,x2,y2,with_mask
000091.jpg,256,195,332,306,TRUE
000092.jpg,346,411,410,493,TRUE
000092.jpg,189,416,254,508,TRUE
000092.jpg,515,378,592,465,TRUE
000093.jpg,212,157,298,282,TRUE
000093.jpg,477,183,555,297,TRUE
000094.jpg,289,315,375,452,TRUE
000094.jpg,524,305,613,439,TRUE
000094.jpg,406,79,431,115,FALSE
000095.jpg,230,231,347,387,TRUE
000095.jpg,459,217,589,386,TRUE
000096.jpg,293,453,456,658,TRUE
000096.jpg,561,34,986,633,FALSE
000096.jpg,553,490,731,724,TRUE
000097.jpg,353,282,906,1027,TRUE
000098.jpg,293,372,666,891,TRUE
000099.jpg,166,167,532,690,TRUE
000100.jpg,108,170,732,944,TRUE
000101.jpg,342,9,452,171,TRUE
000101.jpg,546,374,641,511,TRUE
000102.jpg,161,87,256,227,TRUE
000102.jpg,374,324,466,444,FALSE
000103.jpg,130,151,776,985,TRUE
000103.jpg,0,500,84,917,TRUE
000104.jpg,367,333,789,901,TRUE
000105.jpg,151,157,289,347,TRUE
000105.jpg,432,145,555,313,FALSE
000106.jpg,446,209,531,328,TRUE
000106.jpg,233,144,323,259,FALSE
000107.jpg,415,95,502,249,FALSE
000107.jpg,225,191,309,307,TRUE
000108.jpg,121,212,224,350,TRUE
000108.jpg,396,232,472,361,FALSE
000109.jpg,369,137,475,297,FALSE
000109.jpg,161,168,264,313,TRUE
000110.jpg,544,313,761,604,TRUE
000110.jpg,337,229,532,495,TRUE
000111.jpg,422,369,633,644,TRUE
000111.jpg,1,280,119,582,TRUE
000111.jpg,814,416,1066,775,TRUE
000112.jpg,514,368,704,611,FALSE
000113.jpg,330,117,738,684,TRUE
000114.jpg,350,271,822,955,TRUE
000115.jpg,638,78,909,469,TRUE
000115.jpg,172,182,388,516,TRUE
000116.jpg,155,9,823,870,TRUE
000117.jpg,441,42,643,319,TRUE
000117.jpg,135,114,283,311,TRUE
000118.jpg,159,174,483,554,TRUE
000119.jpg,178,113,321,278,FALSE
000120.jpg,427,184,682,493,TRUE
000121.jpg,496,157,722,506,TRUE
000122.jpg,302,166,709,753,TRUE
000123.jpg,349,100,611,468,TRUE
000124.jpg,195,90,307,260,TRUE
000124.jpg,451,168,566,314,TRUE
000124.jpg,732,137,857,303,TRUE
000125.jpg,201,117,324,310,FALSE
000125.jpg,577,216,701,401,TRUE
000126.jpg,314,48,431,230,TRUE
000126.jpg,572,203,697,375,FALSE
000127.jpg,489,18,707,352,TRUE
000127.jpg,102,44,254,283,TRUE
000128.jpg,104,399,244,608,TRUE
000128.jpg,483,402,621,601,TRUE
000128.jpg,476,35,621,239,TRUE
000128.jpg,101,39,243,240,TRUE
000129.jpg,129,247,441,645,TRUE
000129.jpg,519,216,769,549,TRUE
000130.jpg,268,61,315,134,TRUE
000130.jpg,19,107,78,177,TRUE
000130.jpg,187,137,227,192,TRUE
000131.jpg,68,47,161,166,TRUE
000131.jpg,318,28,410,175,TRUE
000132.jpg,145,655,350,946,TRUE
000132.jpg,48,8,457,532,TRUE
000132.jpg,768,61,1014,462,TRUE
000133.jpg,215,129,305,253,TRUE
000133.jpg,465,216,556,343,TRUE
000134.jpg,215,36,296,144,TRUE
000134.jpg,401,0,482,80,TRUE
000135.jpg,117,53,235,232,TRUE
000135.jpg,431,99,542,255,TRUE
000136.jpg,669,153,807,344,TRUE
000136.jpg,158,118,323,333,TRUE
000137.jpg,227,4,383,178,TRUE
000137.jpg,586,171,707,334,TRUE
000138.jpg,427,156,507,279,TRUE
000138.jpg,248,0,330,80,TRUE
000139.jpg,144,129,291,324,TRUE
000139.jpg,456,64,649,347,TRUE
000140.jpg,179,180,316,367,TRUE
000140.jpg,486,159,592,319,TRUE
000141.jpg,144,140,286,335,TRUE
000141.jpg,456,83,629,340,TRUE
000142.jpg,331,119,685,623,TRUE
000143.jpg,782,236,1053,528,TRUE
000143.jpg,192,399,374,634,TRUE
000143.jpg,675,392,764,495,FALSE
000144.jpg,8,268,372,833,TRUE
000145.jpg,437,456,585,642,TRUE
000145.jpg,197,384,376,633,TRUE
000146.jpg,491,421,691,724,TRUE
000146.jpg,520,27,578,117,TRUE
000147.jpg,106,62,355,446,TRUE
000148.jpg,180,22,614,686,TRUE
000149.jpg,24,443,103,535,TRUE
000149.jpg,420,159,487,249,TRUE
000149.jpg,933,122,1008,220,TRUE
000149.jpg,648,359,715,453,FALSE
000149.jpg,634,119,691,195,TRUE
000149.jpg,378,357,447,463,TRUE
000149.jpg,200,478,262,548,TRUE
000149.jpg,826,422,883,498,TRUE
000150.jpg,253,331,512,743,TRUE
000151.jpg,381,220,729,731,TRUE
000152.jpg,178,202,367,464,TRUE
000152.jpg,728,187,883,400,TRUE
000153.jpg,175,189,370,453,TRUE
000153.jpg,721,181,887,406,TRUE
000154.jpg,19,99,732,1142,TRUE
000155.jpg,421,197,748,728,FALSE
000156.jpg,22,3,357,454,TRUE
000156.jpg,456,225,696,554,FALSE
000157.jpg,88,349,482,831,TRUE
000157.jpg,594,327,1059,927,TRUE
000158.jpg,380,19,650,369,TRUE
000159.jpg,401,180,663,556,TRUE
000160.jpg,425,143,587,361,TRUE
000161.jpg,319,203,603,667,TRUE
000162.jpg,408,118,604,389,TRUE
000163.jpg,567,253,686,403,TRUE
000163.jpg,278,271,394,429,TRUE
000164.jpg,682,185,824,397,TRUE
000164.jpg,200,247,309,397,TRUE
000164.jpg,434,194,550,352,TRUE
000164.jpg,869,205,919,314,TRUE
000165.jpg,486,434,875,1018,TRUE
000166.jpg,562,93,682,264,TRUE
000166.jpg,202,19,325,212,TRUE
000166.jpg,388,57,417,111,FALSE
000166.jpg,470,56,504,108,FALSE
000166.jpg,549,1,608,66,FALSE
000166.jpg,353,66,380,124,FALSE
000167.jpg,688,208,841,440,TRUE
000167.jpg,338,117,515,375,TRUE
000168.jpg,217,210,286,290,TRUE
000168.jpg,419,187,488,267,TRUE
000168.jpg,105,135,176,226,TRUE
000169.jpg,627,171,777,366,TRUE
000169.jpg,241,169,401,374,TRUE
000170.jpg,163,174,290,333,TRUE
000170.jpg,537,182,667,356,TRUE
000171.jpg,497,634,592,749,FALSE
000171.jpg,149,631,244,757,FALSE
000171.jpg,824,701,937,849,FALSE
000171.jpg,746,171,959,406,FALSE
000171.jpg,152,143,419,349,FALSE
000172.jpg,272,56,746,833,TRUE
000173.jpg,381,246,920,1203,TRUE
000174.jpg,260,108,555,487,TRUE
000175.jpg,307,124,719,736,TRUE
000176.jpg,312,139,768,843,TRUE
000177.jpg,331,17,991,817,TRUE
000178.jpg,214,184,409,451,TRUE
000178.jpg,738,179,889,401,TRUE
000179.jpg,245,166,321,264,TRUE
000179.jpg,554,198,616,294,TRUE
000179.jpg,0,215,43,353,TRUE
000180.jpg,427,140,504,230,TRUE
000180.jpg,157,218,221,334,TRUE
000181.jpg,286,237,482,485,TRUE
000182.jpg,691,309,955,672,TRUE
000182.jpg,167,301,465,717,TRUE
000183.jpg,432,197,719,567,TRUE
000184.jpg,388,207,743,648,TRUE
000185.jpg,520,191,719,481,TRUE
000186.jpg,85,19,114,56,TRUE
000186.jpg,41,50,64,80,TRUE
000186.jpg,69,67,106,120,TRUE
000186.jpg,6,105,64,150,TRUE
000186.jpg,2,64,31,98,FALSE
000187.jpg,591,111,752,312,TRUE
000187.jpg,855,321,1072,719,TRUE
000187.jpg,504,366,711,648,TRUE
000187.jpg,172,569,478,811,TRUE
000187.jpg,361,271,492,431,TRUE
000187.jpg,24,106,180,304,TRUE
000187.jpg,0,430,161,679,TRUE
000187.jpg,173,364,321,531,TRUE
000188.jpg,553,235,793,524,TRUE
000189.jpg,190,847,443,1213,TRUE
000189.jpg,595,520,856,848,TRUE
000190.jpg,350,101,599,397,TRUE
000191.jpg,222,274,389,519,TRUE
000191.jpg,587,443,746,678,FALSE
000192.jpg,459,250,735,594,TRUE
000193.jpg,404,151,868,690,TRUE
000194.jpg,271,137,623,640,TRUE
000195.jpg,297,119,691,681,TRUE
000196.jpg,127,154,555,732,TRUE
000196.jpg,589,94,881,662,TRUE
000197.jpg,180,290,636,907,TRUE
000198.jpg,376,31,741,501,TRUE
000199.jpg,322,60,909,943,TRUE
000200.jpg,131,1,475,610,TRUE
000201.jpg,194,0,638,480,TRUE
000202.jpg,412,7,940,630,TRUE
000203.jpg,669,181,1025,638,TRUE
000203.jpg,533,238,902,768,TRUE
000204.jpg,237,239,653,877,TRUE
000205.jpg,82,244,216,415,TRUE
000205.jpg,796,242,944,419,TRUE
000205.jpg,416,123,593,389,TRUE
000206.jpg,174,54,285,198,TRUE
000207.jpg,481,145,590,305,TRUE
000207.jpg,141,62,249,226,TRUE
000208.jpg,236,181,378,395,TRUE
000208.jpg,644,68,780,273,TRUE
000209.jpg,702,30,853,261,TRUE
000209.jpg,335,590,456,718,TRUE
000210.jpg,468,58,562,187,TRUE
000210.jpg,70,65,152,170,TRUE
000211.jpg,491,167,596,312,TRUE
000211.jpg,235,246,333,397,FALSE
000212.jpg,284,250,537,650,TRUE
000213.jpg,324,49,623,479,TRUE
000214.jpg,550,572,884,1078,TRUE
000215.jpg,617,96,943,703,TRUE
000216.jpg,684,51,873,296,TRUE
000216.jpg,714,567,904,834,TRUE
000216.jpg,163,598,325,826,TRUE
000216.jpg,252,17,559,490,TRUE
000217.jpg,232,128,973,1062,TRUE
000218.jpg,215,181,655,827,TRUE
000219.jpg,419,255,748,672,TRUE
000219.jpg,30,358,353,746,TRUE
000219.jpg,913,319,1077,717,TRUE
000220.jpg,230,0,978,909,TRUE
000221.jpg,289,296,819,1066,TRUE
000222.jpg,242,254,617,816,TRUE
000223.jpg,87,166,180,286,TRUE
000223.jpg,371,148,474,295,TRUE
000224.jpg,455,179,1053,1194,TRUE
000224.jpg,28,541,428,1064,TRUE
000225.jpg,208,0,851,884,TRUE
000226.jpg,110,290,363,630,TRUE
000226.jpg,427,275,601,525,TRUE
000227.jpg,433,108,583,330,TRUE
000228.jpg,222,213,281,313,TRUE
000229.jpg,351,190,602,533,TRUE
000230.jpg,468,290,726,644,TRUE
000231.jpg,432,116,681,467,TRUE
000232.jpg,549,131,876,600,TRUE
000233.jpg,108,0,569,578,TRUE
000234.jpg,244,2,869,714,TRUE
000234.jpg,317,805,490,1040,TRUE
000234.jpg,899,809,1011,967,FALSE
000234.jpg,587,804,741,990,TRUE
000234.jpg,89,778,211,941,TRUE
000235.jpg,375,234,715,724,TRUE
000236.jpg,50,469,462,1071,TRUE
000236.jpg,589,225,980,775,TRUE
000237.jpg,445,35,682,500,TRUE
000237.jpg,2,210,254,567,TRUE
000238.jpg,319,71,610,541,TRUE
000239.jpg,792,233,916,406,TRUE
000239.jpg,377,329,481,476,TRUE
000239.jpg,189,226,306,385,FALSE
000240.jpg,460,256,541,366,TRUE
000240.jpg,841,267,951,424,TRUE
000240.jpg,226,131,335,276,TRUE
000241.jpg,229,102,426,383,TRUE
000241.jpg,581,206,743,435,TRUE
000242.jpg,716,28,892,264,TRUE
000242.jpg,201,456,346,651,TRUE
000242.jpg,2,433,41,497,FALSE
000243.jpg,197,309,342,518,TRUE
000243.jpg,736,90,833,265,TRUE
000244.jpg,312,229,781,880,TRUE
000245.jpg,302,204,512,487,TRUE
000246.jpg,461,214,539,326,TRUE
000246.jpg,230,90,334,234,TRUE
000246.jpg,835,232,951,391,TRUE
000247.jpg,248,14,439,320,TRUE
000247.jpg,719,661,820,850,FALSE
000248.jpg,425,280,656,592,TRUE
000249.jpg,319,231,737,849,TRUE
000250.jpg,496,191,603,319,TRUE
000251.jpg,101,35,234,214,TRUE
000252.jpg,601,186,1057,810,TRUE
000252.jpg,40,166,293,533,TRUE
000253.jpg,117,239,926,1290,TRUE
000254.jpg,688,127,844,318,TRUE
000254.jpg,284,138,437,360,TRUE
000255.jpg,281,106,778,837,TRUE
000256.jpg,421,270,590,533,TRUE
000256.jpg,2,5,68,156,FALSE
000257.jpg,194,229,598,863,TRUE
000258.jpg,629,324,786,540,TRUE
000258.jpg,169,184,342,458,TRUE
000259.jpg,545,285,699,486,TRUE
000259.jpg,148,82,303,317,TRUE
000260.jpg,188,168,325,375,TRUE
000260.jpg,574,255,712,449,TRUE
000261.jpg,484,233,583,409,TRUE
000261.jpg,124,70,251,247,TRUE
000262.jpg,123,293,213,417,TRUE
000262.jpg,343,41,444,171,TRUE
000263.jpg,303,184,361,274,FALSE
000263.jpg,485,161,579,275,FALSE
000263.jpg,109,190,203,334,FALSE
000264.jpg,445,73,595,278,TRUE
000264.jpg,5,18,219,180,TRUE
000264.jpg,27,104,203,235,TRUE
000265.jpg,113,48,298,288,TRUE
000266.jpg,38,85,287,392,TRUE
000266.jpg,472,188,616,314,FALSE
000266.jpg,335,136,349,160,FALSE
000267.jpg,503,329,567,422,TRUE
000268.jpg,216,130,348,309,TRUE
000269.jpg,410,158,749,702,TRUE
000270.jpg,195,189,303,343,TRUE
000270.jpg,481,188,604,367,TRUE
000270.jpg,306,47,357,144,FALSE
000270.jpg,143,131,174,186,FALSE
000270.jpg,109,140,136,194,FALSE
000270.jpg,47,132,75,193,FALSE
000271.jpg,276,265,386,410,TRUE
000271.jpg,517,199,566,270,FALSE
000271.jpg,582,249,696,410,TRUE
000271.jpg,187,257,216,307,FALSE
000271.jpg,443,260,478,308,FALSE
000272.jpg,454,368,593,537,TRUE
000272.jpg,131,282,261,443,TRUE
000273.jpg,630,292,741,446,TRUE
000273.jpg,204,353,325,495,TRUE
000274.jpg,573,87,690,274,TRUE
000274.jpg,47,231,166,413,FALSE
000275.jpg,381,208,816,860,TRUE
000275.jpg,647,609,687,663,FALSE
000276.jpg,547,185,1000,821,TRUE
000276.jpg,29,130,404,693,TRUE
000277.jpg,43,34,119,127,TRUE
000277.jpg,620,25,690,122,TRUE
000277.jpg,437,56,499,143,TRUE
000277.jpg,254,104,316,178,TRUE
000278.jpg,257,202,330,307,TRUE
000278.jpg,447,169,520,266,TRUE
000278.jpg,24,107,69,174,FALSE
000279.jpg,250,87,317,176,TRUE
000279.jpg,459,72,510,182,TRUE
000279.jpg,2,21,70,136,TRUE
000280.jpg,359,93,507,300,TRUE
000281.jpg,799,277,907,422,TRUE
000281.jpg,186,245,286,389,TRUE
000281.jpg,542,170,653,341,TRUE
000282.jpg,655,319,780,489,TRUE
000282.jpg,269,162,423,369,TRUE
000283.jpg,694,250,835,445,TRUE
000283.jpg,265,268,422,486,TRUE
000284.jpg,658,248,784,423,TRUE
000284.jpg,316,142,452,366,TRUE
000285.jpg,347,226,481,403,TRUE
000285.jpg,653,293,766,462,TRUE
000286.jpg,509,110,834,535,TRUE
000287.jpg,729,85,863,299,TRUE
000288.jpg,303,148,706,750,TRUE
000289.jpg,210,155,654,759,TRUE
000290.jpg,410,135,959,769,TRUE
000290.jpg,315,20,390,131,FALSE
000290.jpg,353,7,448,123,FALSE
000291.jpg,404,139,635,461,TRUE
000292.jpg,394,145,693,654,TRUE
000293.jpg,137,178,330,446,TRUE
000293.jpg,802,230,961,531,TRUE
000294.jpg,77,104,311,437,TRUE
000294.jpg,861,210,1049,478,TRUE
000295.jpg,218,174,394,403,TRUE
000295.jpg,826,189,989,472,TRUE
000296.jpg,158,150,354,411,TRUE
000296.jpg,732,137,900,380,TRUE
000297.jpg,166,139,357,379,TRUE
000297.jpg,785,80,935,335,TRUE
000297.jpg,666,367,782,506,TRUE
000298.jpg,793,357,946,552,TRUE
000298.jpg,985,127,1017,185,FALSE
000298.jpg,1053,85,1080,157,FALSE
000298.jpg,998,129,1031,188,FALSE
000298.jpg,1026,130,1052,187,FALSE
000298.jpg,257,235,431,414,FALSE
000298.jpg,1041,603,1069,654,FALSE
000299.jpg,416,165,515,295,TRUE
000299.jpg,82,34,188,175,TRUE
000300.jpg,100,168,169,246,TRUE
000300.jpg,367,127,435,212,TRUE
000301.jpg,32,171,139,305,TRUE
000301.jpg,440,141,538,275,TRUE
000302.jpg,325,63,409,182,TRUE
000303.jpg,336,482,591,845,TRUE
000304.jpg,127,201,388,595,TRUE
000304.jpg,491,193,722,518,TRUE
000305.jpg,381,214,624,534,TRUE
000306.jpg,583,266,640,350,FALSE
000306.jpg,191,157,458,606,TRUE
000307.jpg,242,118,449,382,TRUE
000308.jpg,357,414,674,839,TRUE
000309.jpg,678,137,831,344,TRUE
000309.jpg,309,292,409,452,FALSE
000309.jpg,333,5,499,142,FALSE
000310.jpg,784,77,991,349,TRUE
000310.jpg,294,266,412,501,TRUE
000311.jpg,532,122,783,475,TRUE
000311.jpg,356,186,592,501,TRUE
000312.jpg,404,15,699,532,TRUE
000313.jpg,336,0,722,429,TRUE
000313.jpg,319,20,361,119,FALSE
000314.jpg,222,346,791,988,TRUE
000315.jpg,225,55,658,712,FALSE
000316.jpg,373,109,615,464,TRUE
000317.jpg,607,555,856,887,TRUE
000317.jpg,311,260,592,675,TRUE
000318.jpg,281,228,858,925,TRUE
000319.jpg,469,55,661,354,TRUE
000320.jpg,206,20,538,488,TRUE
000321.jpg,111,0,573,531,TRUE
000322.jpg,275,133,671,758,TRUE
000323.jpg,80,130,475,681,TRUE
000324.jpg,128,73,646,758,TRUE
000325.jpg,464,164,883,721,TRUE
000326.jpg,303,327,747,998,TRUE
000326.jpg,460,6,494,60,FALSE
000326.jpg,611,704,649,764,FALSE
000326.jpg,416,789,453,856,FALSE
000327.jpg,45,366,399,850,TRUE
000327.jpg,612,12,939,459,FALSE
000328.jpg,269,5,719,559,TRUE
000328.jpg,658,624,844,1025,FALSE
000329.jpg,430,380,708,833,TRUE
000330.jpg,312,204,716,906,TRUE
000331.jpg,440,495,529,594,TRUE
000332.jpg,569,130,671,268,TRUE
000333.jpg,399,168,544,367,TRUE
000333.jpg,232,282,292,359,FALSE
000334.jpg,510,150,659,356,TRUE
000335.jpg,524,0,1066,631,TRUE
000336.jpg,634,482,848,764,TRUE
000336.jpg,284,149,520,485,TRUE
000337.jpg,521,485,685,703,TRUE
000337.jpg,445,50,688,377,TRUE
000338.jpg,462,116,1043,949,FALSE
000338.jpg,628,822,677,892,FALSE
000338.jpg,772,693,829,775,FALSE
000338.jpg,917,919,977,974,FALSE
000339.jpg,196,94,271,190,TRUE
000339.jpg,320,39,406,143,TRUE
000340.jpg,500,284,612,439,TRUE
000340.jpg,162,215,327,439,TRUE
000341.jpg,180,256,463,668,TRUE
000342.jpg,165,241,479,687,TRUE
000343.jpg,258,128,572,594,TRUE
000343.jpg,587,164,812,530,TRUE
000344.jpg,304,207,805,855,FALSE
000345.jpg,352,72,841,744,TRUE
000346.jpg,3,355,272,778,TRUE
000347.jpg,584,439,650,519,TRUE
000348.jpg,553,256,785,531,TRUE
000348.jpg,223,205,476,531,TRUE
000348.jpg,552,582,861,1020,TRUE
000349.jpg,444,373,813,905,TRUE
000350.jpg,188,117,491,506,TRUE
000351.jpg,313,225,817,903,TRUE
000352.jpg,396,183,1073,1104,TRUE
000353.jpg,158,340,631,977,TRUE
000354.jpg,30,301,502,895,TRUE
000355.jpg,393,217,825,794,TRUE
000356.jpg,417,1,671,273,TRUE
000357.jpg,202,138,879,1176,TRUE
000358.jpg,288,17,757,626,TRUE
000359.jpg,134,0,864,942,TRUE
000360.jpg,264,195,398,369,TRUE
000360.jpg,690,161,822,365,FALSE
000360.jpg,484,193,622,350,TRUE
000361.jpg,281,112,365,235,TRUE
000362.jpg,252,145,732,865,TRUE
000363.jpg,7,123,469,858,TRUE
000363.jpg,776,630,874,782,TRUE
000364.jpg,551,367,968,945,TRUE
000364.jpg,86,420,460,879,TRUE
000365.jpg,381,120,978,1044,TRUE
000366.jpg,382,0,1036,893,TRUE
000367.jpg,182,0,486,470,TRUE
000368.jpg,366,9,598,267,TRUE
000369.jpg,354,266,592,566,TRUE
000370.jpg,530,417,783,782,TRUE
000370.jpg,182,317,316,492,TRUE
000370.jpg,502,176,606,315,TRUE
000370.jpg,886,247,1007,393,TRUE
000371.jpg,552,360,926,908,TRUE
000371.jpg,210,100,549,625,FALSE
000372.jpg,374,241,746,810,TRUE
000373.jpg,261,10,477,350,TRUE
000374.jpg,267,99,601,604,TRUE
000375.jpg,22,104,417,630,TRUE
000376.jpg,0,195,198,433,FALSE
000377.jpg,361,56,522,284,TRUE
000377.jpg,189,172,337,381,TRUE
000378.jpg,389,112,727,560,TRUE
000379.jpg,336,150,707,624,TRUE
000380.jpg,586,83,1080,896,TRUE
000381.jpg,157,0,483,427,TRUE
000382.jpg,178,330,789,1168,TRUE
000383.jpg,0,274,403,1202,TRUE
000384.jpg,336,151,757,704,TRUE
000384.jpg,597,295,742,457,FALSE
000385.jpg,311,197,522,499,TRUE
000386.jpg,356,160,742,756,TRUE
000387.jpg,260,20,869,898,TRUE
000388.jpg,180,330,525,829,TRUE
000388.jpg,591,111,897,599,TRUE
000389.jpg,230,39,533,472,TRUE
000390.jpg,374,284,777,848,TRUE
000391.jpg,314,260,861,1039,TRUE
000392.jpg,442,141,654,408,TRUE
000392.jpg,552,799,655,957,FALSE
000393.jpg,329,181,382,267,TRUE
000394.jpg,569,240,910,658,TRUE
000394.jpg,209,214,526,622,TRUE
000395.jpg,339,100,792,744,TRUE
000396.jpg,170,81,753,958,TRUE
000397.jpg,642,127,1069,766,TRUE
000398.jpg,458,112,1014,806,TRUE
000399.jpg,404,348,573,555,TRUE
000400.jpg,247,139,619,678,TRUE
000401.jpg,515,650,851,1125,TRUE
000402.jpg,210,214,416,508,TRUE
000402.jpg,565,412,773,704,TRUE
000403.jpg,493,497,934,1178,TRUE
000403.jpg,204,56,345,236,TRUE
000404.jpg,677,130,977,571,TRUE
000404.jpg,9,512,409,1131,TRUE
000404.jpg,364,380,652,819,TRUE
000405.jpg,554,226,830,573,TRUE
000405.jpg,292,275,513,487,TRUE
000406.jpg,371,207,744,759,TRUE
000407.jpg,310,310,688,898,TRUE
000408.jpg,351,150,715,704,TRUE
000409.jpg,313,218,772,918,TRUE
000410.jpg,307,162,714,684,TRUE
000411.jpg,259,233,740,876,TRUE
000412.jpg,388,288,831,896,TRUE
000413.jpg,419,123,611,393,TRUE
000414.jpg,291,390,730,958,TRUE
000415.jpg,469,119,551,237,TRUE
000416.jpg,409,3,669,336,TRUE
